clause_text,risk_index,label,probability_of_risk,category,source
Whose bag surface property help over safe big. Heart road direction also. The company has the right to terminate services at its sole discretion.,high,1,0.94,interest_rates,synthetic_template
Report explain party light likely. Users will be notified of any major changes to the agreement.,low,0,0.32,data_retention,synthetic_template
Fact under fish appear church store meeting can. You may terminate your agreement at any time with a 7-day notice.,low,0,0.24,consent_clarity,synthetic_template
Set enter field difference pressure late person across. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.53,interest_rates,synthetic_template
Win mention charge into product. Everybody southern such argue. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.2,late_fees,semi_random_generated
Despite leader suffer themselves practice enter mother. Data sharing with third parties occurs only after explicit consent.,low,0,0.31,late_fees,synthetic_template
Raise article PM interesting discover. The company has the right to terminate services at its sole discretion.,high,1,0.86,late_fees,synthetic_template
Especially city think process. Try group up standard nothing society. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.77,third_party_sharing,synthetic_template
Evening expert garden not. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.18,privacy_data_usage,synthetic_template
Forward anything yeah small let network. Personal data will only be used to provide requested services.,low,0,0.26,penalty_clauses,synthetic_template
Walk this organization worry. Failure to comply may result in service suspension upon review.,medium,0,0.55,termination_rights,semi_random_generated
Talk capital own far rather. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.53,privacy_data_usage,semi_random_generated
Kind tend model none treat attention second above. Early property prevent analysis. User data might be shared for analytics under anonymized conditions.,medium,0,0.54,user_obligations,synthetic_template
Painting one watch stage sport director until. Data sharing with third parties occurs only after explicit consent.,low,0,0.19,consent_clarity,synthetic_template
Again smile specific. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.71,third_party_sharing,semi_random_generated
Very or base. Difference skin reflect statement blood condition. Data sharing with third parties occurs only after explicit consent.,low,0,0.22,late_fees,synthetic_template
Begin property for. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.83,consent_clarity,semi_random_generated
Away nothing design common. We may modify the terms without prior notice to the user.,high,1,0.9,late_fees,synthetic_template
Brother and once piece specific course reality. Late payment will incur a recurring penalty of 25% per month.,high,1,0.9,consent_clarity,semi_random_generated
His theory rather subject medical power do. Your subscription may renew automatically unless cancelled manually.,medium,0,0.69,termination_rights,semi_random_generated
Yard table sound across. We may modify the terms without prior notice to the user.,high,1,0.96,privacy_data_usage,semi_random_generated
Onto practice important they think activity. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.79,user_obligations,semi_random_generated
Tell family pick weight letter stage gun. User data might be shared for analytics under anonymized conditions.,medium,0,0.8,privacy_data_usage,semi_random_generated
Collection cell its stay. Failure to comply may result in service suspension upon review.,medium,0,0.69,third_party_sharing,semi_random_generated
Defense relationship anyone hard. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.58,third_party_sharing,semi_random_generated
Decision cost power understand government. Interest rates can reach up to 42% annually.,high,1,1.0,data_retention,semi_random_generated
Just certainly great everybody. You may terminate your agreement at any time with a 7-day notice.,low,0,0.04,consent_clarity,semi_random_generated
Free book idea respond. Failure to comply may result in service suspension upon review.,medium,0,0.64,payment_terms,synthetic_template
Morning budget interest. Late payment will incur a recurring penalty of 25% per month.,high,1,0.98,late_fees,semi_random_generated
Beat quality size. We may modify the terms without prior notice to the user.,high,1,0.95,interest_rates,synthetic_template
Point look reach travel wrong. Your subscription may renew automatically unless cancelled manually.,medium,0,0.48,termination_rights,synthetic_template
Industry more buy. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.69,consent_clarity,semi_random_generated
Goal nature single. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.8,payment_terms,synthetic_template
Whole speech measure accept year catch. Culture front contain education probably. Users will be notified of any major changes to the agreement.,low,0,0.39,data_retention,synthetic_template
